,soundtrack,valence,energy,tension,anger,fear,happy,sad,tender,beauty,liking,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rms_mean,rms_std,rms_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,entropy_fft,entropy_welch,novelty_mean,novelty_std,novelty_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,target
26,Oliwer Twist,7.75,8.08,4.77,1.09,1.24,6.27,1.67,2.3,6.32,6.65,118.61215707369554,24378,529.9565217391304,0.32702887,0.29267308,0.08565754,0.35619247,0.27462083,0.0754166,0.225840590083106,0.1798036740565882,0.03232936120424781,0.077144295,0.5308145,0.28176406,-10.219903,84.57392,7152.7485,-0.0003235803,2.5571733,6.5391355,0.033591755,0.016990662,0.00028868255,980.3028198363978,274.8107696867971,75520.95913584983,1174.589828695062,194.8714836719574,37974.89514850996,22.24608824551118,6.0436356646473355,36.52553204699724,1706.540692869657,483.1105995360278,233395.85138406022,12.547573,3.8032777,1.6719391,1.333456,1.7781051,0.3462140951422984,0.41415968395067443,0.17152824381012255,0.04413672503980052,0.14095525459458533,0.019868383797824365,0.06174478953635281,0.031610353548756596,0.000999214451477389,-2.0882817e-05,0.032657694,0.001066525,-9.59394e-06,0.009055819,8.200787e-05,2.277877551020408,1.3730220518575473,1.8851895548871096,HAPPY_MODERATE
27,Grizzly Man,7.77,4.27,2.52,1.01,1.09,3.42,2.72,5.34,6.39,6.39,124.2603550295858,8314,296.92857142857144,0.42847472,0.29375586,0.086292505,0.25076386,0.29895377,0.08937335,0.17389770932777565,0.23041900968428314,0.05309292002388577,0.38460964,2.947273,8.686419,-7.527655,82.03919,6730.4287,0.005334567,2.0809097,4.3301854,0.071917444,0.03788872,0.001435555,614.715712616234,187.92555848242296,35316.01553093057,911.8258579948559,279.3755342767907,78050.68915244225,25.966287596858987,5.6724329947024215,32.176496079388684,1071.654462163147,433.5619667562468,187975.9790175449,9.658329,2.9372566,0.9990232,1.6770297,2.8124287,0.6295400646505666,0.8226346028862833,0.6767276898658731,0.09396876174373735,0.2500298627899243,0.06251493228674837,0.029409743990518798,0.009251087472024924,8.558261941505651e-05,-2.105987e-06,0.07217756,0.0052096006,-2.8273293e-05,0.022392139,0.0005014079,3.3494784580498864,2.17197667237711,4.717482665350343,HAPPY_MODERATE
28,The Portait of a Lady,7.13,3.6,2.42,1.0,1.21,3.63,2.9,5.31,6.34,5.77,124.2603550295858,14996,394.63157894736844,0.4414026,0.2679689,0.071807325,0.2934428,0.29390314,0.08637905,0.18651065265491654,0.22033408674004668,0.048547109779570406,0.093646064,0.4667213,0.21782877,-5.197623,83.73851,7012.1387,0.002092539,1.0634395,1.1309035,0.039611246,0.009997506,9.995012e-05,822.7630466664223,151.53226852320887,22962.02840378988,1134.055201330781,98.59491264117055,9720.956798720052,23.286557280008786,6.1476146209630596,37.79316552787878,1489.9642767216417,339.6074391097417,115333.21269867691,10.467634,3.2239306,1.4519446,0.4282211,0.18337332,0.4168672748784612,0.43160701479560265,0.18628461522077155,0.006949612039387912,0.22477585521473403,0.05052418508751508,0.05134226097788851,0.02045966036591906,0.0004185977022887592,4.5350694e-06,0.037512574,0.0014071931,-9.566594e-07,0.0060309833,3.637276e-05,3.6977777777777776,2.23060116789858,4.97558157023051,HAPPY_MODERATE
29,Nostradamus,7.0,3.44,2.79,1.03,1.31,2.87,2.88,4.7,6.03,5.52,137.34039240112114,8104,270.1333333333333,0.38102046,0.27741578,0.07695951,0.2555602,0.2851757,0.08132518,0.17827059927965128,0.22705269601087616,0.05155292676580734,0.08733374,0.40947983,0.16767374,-4.797144,74.5317,5554.9746,-0.0018136615,1.1422373,1.304706,0.038006984,0.009757877,9.5216164e-05,1002.2444068510068,138.30640003125444,19128.660289605377,1394.1154721942337,113.69136582008181,12925.726662035666,23.88352631791627,7.323611076849603,53.635279204954195,1917.4836768006528,276.84933927515317,76645.55665708886,9.399864,3.4291162,1.3563288,0.45498273,0.20700929,0.41721961771445115,0.4298101385221338,0.18473675517641586,0.1834922745408662,0.15182455054248462,0.023050694147427463,0.05072231995308918,0.017791591712999093,0.00031654073568205795,-0.00018890394,0.036497384,0.001332059,-0.00049879093,0.0054070572,2.923627e-05,7.702914428929467,4.593295405169424,21.098362679150544,HAPPY_MODERATE
30,The English Patient,5.02,3.19,3.65,1.1,1.69,1.25,6.78,3.58,6.86,5.96,118.61215707369554,10296,332.1290322580645,0.2609585,0.3000729,0.090043746,0.26128656,0.29197517,0.0852495,0.17427057460444656,0.23013713338001182,0.052963100160369356,0.059048425,0.4677935,0.21883075,-15.525959,86.62225,7503.4146,0.004717876,1.2977066,1.6840423,0.0279352,0.015992673,0.00025576557,1328.8655992843358,236.28132525703455,55828.86466522055,1667.3552903672712,226.51684528738218,51309.88119894784,24.29696916734332,6.972536316176319,48.616262680397625,2558.2869529556506,692.9779298584784,480218.4112709422,10.155361,3.2508044,1.5174638,0.4382991,0.19210608,0.22160760872012344,0.2781258148927056,0.07735396890973154,-0.05118917118144735,0.24671227536631,0.06086694681642196,0.06147594269290245,0.019638034341532027,0.0003856523927991912,-4.0002183e-06,0.0318966,0.0010173931,-9.141672e-06,0.0014266523,2.0353368e-06,2.0561269841269842,1.095909909625689,1.2010185300157856,SAD_HIGH
31,Running Scared,4.04,3.67,5.33,1.99,3.07,1.09,5.15,1.94,5.8,5.28,153.49808562478245,11652,314.9189189189189,0.43050358,0.27298275,0.074519575,0.2927808,0.27182347,0.073888004,0.18917351799429738,0.21805208878383756,0.047546713422994574,0.092716604,0.5578545,0.3112016,-4.8490877,74.98299,5622.448,0.011562837,1.0757895,1.157323,0.037250146,0.015045415,0.0002263645,973.7866693527587,140.6040929637148,19769.510958148952,1390.0625230760566,109.87440905253897,12072.385764644656,22.27133024111536,5.9687894719647945,35.62644776063777,1834.8355894193621,343.5933999446062,118056.4244854941,10.409575,3.5717697,1.4369539,0.35811022,0.12824292,0.43376822390792946,0.49143512831713854,0.24150848534408242,0.0011235404917400557,0.21157457550969003,0.04476380100210553,0.046009481713837605,0.01311287342358082,0.0001719474494228522,-1.2674577e-06,0.03640472,0.0013253038,-1.5247501e-05,0.006717156,4.5120185e-05,3.258920634920635,2.0534669654627313,4.2167265782467185,SAD_HIGH
33,Big Fish,4.85,3.52,4.17,1.13,1.39,1.4,6.12,3.15,6.25,5.98,108.72781065088758,5167,246.04761904761904,0.24073602,0.2958974,0.08755526,0.2258051,0.29255593,0.08558897,0.1608603985249919,0.23970245205194315,0.05745726551971411,0.1770351,1.2623067,1.5934181,-10.294138,69.23934,4794.087,-0.0050651045,1.6794312,2.8204892,0.050454758,0.023518704,0.0005531295,1338.0636142548417,284.25147811911995,80798.90281290453,1753.1760483330388,279.8513793203812,78316.7945075199,26.239271241007614,5.59025914360474,31.250997292656404,2475.7595278997264,721.8263108846935,521033.22308540624,9.726173,3.5656133,1.3943022,0.87359625,0.76317036,0.41703438903616796,0.4673778516466731,0.21844205620985957,0.04637077719321621,0.27447250221963426,0.07533515447470712,0.06285887451347213,0.01999364523320141,0.00039974584971111746,4.06636e-07,0.054949988,0.003019501,-6.704609e-06,0.0034905116,1.218367e-05,1.768199546485261,1.3270011088480225,1.760931942883881,SAD_HIGH
34,Man of Galilee CD1,4.25,5.58,6.25,2.39,2.22,1.66,5.73,2.79,6.43,5.71,124.2603550295858,9738,314.1290322580645,0.33496818,0.27866054,0.077651694,0.40216047,0.28374612,0.08051187,0.22224386969459517,0.18423082184180026,0.03394099571650515,0.8174397,3.5398088,12.530247,-0.30255577,44.560783,1985.6633,-0.003022261,1.2901824,1.6645705,0.11515196,0.048091862,0.0023128274,1533.176486550444,247.07056018672898,61043.86171098406,1691.7703325818306,151.33504965431794,22902.297253874873,24.278582503236954,7.298607015996778,53.26966437395739,2927.523758292989,481.5996041904647,231938.17875641226,12.692439,4.608704,1.4570824,0.5068662,0.25691333,1.574296086387729,1.819482897172646,3.3105180131037657,0.05297167609328586,0.14255551154917237,0.020322073873046215,0.09359806768192373,0.024633071190941495,0.0006067881962979918,2.3904698e-09,0.11019043,0.012141931,9.639029e-06,0.027277168,0.00074404385,6.740752834467119,3.558832844914448,12.665291218041864,SAD_HIGH
35,Angel Heart,5.13,2.52,3.81,1.1,2.19,1.34,5.21,2.43,5.43,5.26,93.19526627218934,5960,283.8095238095238,0.29143217,0.3480945,0.121169776,0.12683755,0.2756908,0.076005414,0.11363961234492893,0.265366485900966,0.0704193718394276,0.018843204,0.17056952,0.029093964,-21.328917,109.277,11941.463,0.0013661771,1.3283912,1.7646233,0.01595106,0.00840028,7.056471e-05,1107.0076841556422,352.1375015726733,124000.82001384448,1996.0346914936083,271.1648571189712,73530.37973635207,24.222328283299024,6.77412894248407,45.888822929400334,2030.719081466283,1207.80374866364,1458789.8952859412,7.6759906,2.2669063,1.4267604,0.8496422,0.72189194,0.08296641602165,0.10697500316121573,0.011443651301342117,-0.0721675303197844,0.4106625267572026,0.16864371088261013,0.02591631272612868,0.015244964895300455,0.00023240895465894323,-0.0015252825,0.01794628,0.000322069,-1.5861916e-06,0.00040851886,1.6688766e-07,5.2572709083633455,3.8462264895267455,14.793458208737231,SAD_MODERATE
36,Batman,4.79,3.88,5.25,1.16,3.27,1.72,4.18,3.04,6.36,5.98,72.48520710059172,3787,270.5,0.31108475,0.2930753,0.08589313,0.29186636,0.28206676,0.07956165,0.19450225077364125,0.21331246512410124,0.04550220777732091,0.030251931,0.22267553,0.049584392,-15.481342,95.17287,9057.874,0.017907318,1.4584147,2.1269734,0.018846927,0.013242739,0.00017537015,1130.0886850215734,275.7810139437097,76055.1676518206,1520.851304861027,249.07456854939863,62038.14069806907,23.668037797622333,6.495868046585697,42.19630167865307,1977.2280630161406,722.3007020520263,521718.30418485,11.247162,3.5708442,1.455396,0.4933397,0.24338405,0.19482106340656463,0.28751432526425147,0.08266448723215779,-0.03227948678812857,0.2205807486015424,0.04865586665361685,0.05674868389312218,0.01882447591661061,0.00035436089353505293,2.5360478e-07,0.020975992,0.00043999223,-1.058278e-06,0.0038548817,1.4860114e-05,3.2519546485260777,2.0148509382919815,4.0596243035360775,SAD_MODERATE
37,Dracula,4.73,2.79,4.6,1.09,2.16,1.15,4.07,2.7,5.45,4.9,108.72781065088758,1987,152.84615384615384,0.4527081,0.2929374,0.08581232,0.36129582,0.31994393,0.102364115,0.18964695468190618,0.21764045100397203,0.04736736591321235,0.015001412,0.07769971,0.006037245,-12.97747,113.18031,12809.783,0.024671106,1.2627599,1.5945628,0.014683175,0.0064393794,4.1465606e-05,656.3119201215742,433.3050921741925,187753.30290408546,1167.0734932325186,376.1970023815719,141524.18460088043,19.987826029002353,5.02603099094881,25.26098752197787,937.7234927234928,997.8191248471924,995643.005910817,8.669681,2.6622689,1.3701725,0.5897038,0.34775054,0.13859223779913674,0.16301398879676726,0.02657356054343256,0.04007687573217456,0.20068212178431177,0.04027331400385334,0.028965905888982815,0.02917106058415642,0.0008509507756045242,-3.159479e-05,0.014667598,0.00021513843,-0.00012380979,0.0022496625,5.060982e-06,3.274013605442177,3.01859410430839,9.111910366565372,SAD_MODERATE
38,Shakespeare In Love,6.19,3.08,2.9,1.06,1.25,2.0,4.78,5.09,6.53,5.67,163.09171597633136,12438,310.95,0.34847674,0.29297867,0.0858365,0.25326794,0.2855799,0.08155587,0.17603285136795288,0.2287919766351118,0.05234576857260155,0.055309568,0.38509285,0.1482965,-11.726443,84.395355,7122.5757,0.007773334,1.3897221,1.9313277,0.0288769,0.012002988,0.00014407172,1077.73121591577,271.99100707279945,73979.10792847564,1351.1391654264055,192.13712383030241,36916.67435378096,25.017419689982642,5.422080036019757,29.398951917004013,2052.566534879402,603.0675475947108,363690.4669618988,10.224606,3.2655265,1.3980476,0.5556888,0.30879003,0.276033311651823,0.31368358144113934,0.0983973892657399,0.031904477597915,0.25396305555401927,0.06449723358633387,0.05300497181471237,0.021496521012021534,0.0004621004156202833,2.6302156e-05,0.029834922,0.00089012255,7.3401684e-06,0.003690085,1.3616726e-05,5.7457777777777785,3.7418542657712273,14.00147334627033,SAD_MODERATE
39,The English Patient,5.58,3.67,4.4,1.01,1.55,2.09,5.33,4.46,6.66,5.78,130.47337278106508,11476,337.52941176470586,0.17992479,0.2900463,0.08412686,0.28570446,0.28234994,0.07972149,0.19753877178244508,0.2105036032376083,0.04431176697601642,0.12439276,2.2766407,5.183093,-13.130666,89.76803,8058.299,0.006668993,2.2443912,5.0372915,0.031943288,0.034009222,0.0011566271,1735.7063340947495,468.8603119033055,219829.9920780649,1623.2911580212258,355.76994219508276,126572.25176949255,23.484739704863724,8.644994477926915,74.73592952338686,2955.571647287624,993.8948385286642,987826.9500539196,9.326843,2.9189508,1.5585501,1.2747725,1.625045,0.19789099147412825,0.31021076223891497,0.09623071700884865,0.018756748287122694,0.22731211430931988,0.051670797311773306,0.10687767378583489,0.043008175418478345,0.0018497031528266052,-6.633615e-06,0.045306675,0.0020526948,-9.545442e-06,0.007354348,5.408643e-05,9.250571932476696,5.580014538976123,31.136562255184913,SAD_MODERATE
40,Shine,7.27,3.85,2.48,1.01,1.15,3.72,3.01,6.66,6.73,5.94,163.09171597633136,16135,366.70454545454544,0.41463807,0.28886977,0.08344575,0.24175669,0.27375197,0.07494014,0.18305258061270402,0.22321533563884638,0.049825086064362846,0.39030105,1.8963127,3.596002,-5.307786,73.684784,5429.4473,0.010265141,1.2721329,1.618322,0.07697669,0.028089793,0.0007890365,747.9299212586957,103.57461884984565,10727.701669890803,1171.2859248243874,154.90041714650724,23994.13923216195,23.229304758189325,5.816821368251859,33.83541083015143,1110.2941294700283,220.20151878196495,48488.70887388406,11.110694,3.211898,1.3877074,0.51033497,0.26044178,0.7657602403677011,0.8594769985294175,0.7387007110011363,0.04002456700495558,0.22966906441138402,0.052747879147600464,0.03606972107852116,0.008082760333468254,6.533101460828783e-05,6.1087274e-05,0.075581364,0.005712543,0.00035639288,0.012459019,0.00015522716,3.5340770975056683,2.617637712852302,6.852027195746629,TENDER_HIGH
41,Pride & Prejudice,7.65,3.96,1.96,1.0,1.18,3.7,2.49,6.06,6.97,6.22,96.64694280078895,7709,428.27777777777777,0.25603136,0.29635754,0.087827794,0.29890555,0.28294337,0.08005696,0.19657003364441752,0.21140850315530335,0.044693555206365906,0.026541142,0.20296869,0.041196287,-16.763891,122.50274,15006.921,0.0034417615,1.7432442,3.0389001,0.018973807,0.009789726,9.583874e-05,597.7042296520106,160.53284687828446,25770.794926846727,766.3942760092929,235.81254744631343,55607.55753311982,22.853626423690233,5.63756712673755,31.78216310847187,734.1806020066889,167.19696031399005,27954.82353823796,9.712131,3.1831057,1.0057398,1.092648,1.1938797,0.13647939792876426,0.17114897473378954,0.029291971552427333,0.11683371315323306,0.17252097171176511,0.02976348568037166,0.04614592264961981,0.019878715585857125,0.000395163333343399,-1.0619767e-07,0.020479163,0.0004193961,-1.5183455e-05,0.0030508544,9.307713e-06,2.9860861678004538,1.5261252262915703,2.329058206323497,TENDER_HIGH
42,Dances with Wolves,7.44,3.73,2.35,1.03,1.06,4.25,2.01,5.73,6.75,5.98,173.96449704142012,11772,294.3,0.36672062,0.29215124,0.08535235,0.27626476,0.28790307,0.08288818,0.18485914828585193,0.22172151142449562,0.049160428628362736,0.014870779,0.08160151,0.0066588055,-9.0189495,97.29148,9465.632,0.005580299,1.158319,1.3417028,0.01647571,0.00482169,2.3248695e-05,891.560028400729,160.15906092545717,25650.924796524305,1252.356351490823,128.63347140210098,16546.56996495513,23.90091405930285,6.156277254349347,37.89974963241914,1655.830512431423,355.2921060994256,126232.4806565655,11.117926,3.8679533,1.3892182,0.45937967,0.21102968,0.17460290847199927,0.18308204352114207,0.03351903465987736,-0.006805646856090701,0.23930077599054603,0.05726486138967749,0.06253738946046639,0.02731275090776949,0.000745986362149863,-0.004688578,0.014844709,0.0002203654,-0.00039056034,0.0031065366,9.650569e-06,5.291827664399093,2.6772104236789116,7.167455652655017,TENDER_HIGH
43,Pride & Prejudice,7.38,3.21,1.85,1.01,1.1,2.85,2.87,5.48,6.82,6.26,137.34039240112114,4013,401.3,0.3504538,0.29455078,0.08676016,0.26839867,0.28585923,0.081715494,0.18027016887299896,0.22546840033103036,0.05083599954783377,0.038469344,0.3228842,0.1042542,-12.181907,116.77781,13637.057,0.023805866,1.3083748,1.7118446,0.022337426,0.012715911,0.00016169439,506.0673067951682,291.09449805393876,84736.00679727457,655.1920269527719,254.37186707307728,64705.046758243305,23.795282295834525,5.461195337210548,29.824654511170237,758.4504773461914,543.2488767795433,295119.34212223534,8.872794,3.2264264,0.6731407,0.73432076,0.53922695,0.18954649867891696,0.23429074824652843,0.05489215471391816,-0.009797069016909736,0.24853716104472046,0.06177072042016932,0.03684149023190592,0.0312684754896958,0.000977717559449707,-4.375265e-07,0.024188269,0.0005850723,-1.56277e-05,0.0037095335,1.3760639e-05,4.018213151927438,2.6187278627003376,6.857735618883078,TENDER_HIGH
44,Oliwer Twist,6.42,3.42,2.85,1.0,1.13,2.61,3.31,4.31,6.33,5.59,130.47337278106508,7775,287.962962962963,0.3085196,0.29001004,0.08410582,0.2564842,0.2971453,0.08829533,0.16991621330411913,0.23337055039083748,0.05446181378972242,0.06141303,0.3600157,0.1296113,-14.965112,83.79872,7022.225,0.000667021,1.2843883,1.6496532,0.030569138,0.01260944,0.00015899797,1132.0914445049339,204.97761370014373,42015.82211820535,1313.0424377104357,180.50800539582764,32583.14001198014,25.080258110659116,5.74467767093489,33.00132154293791,2196.8722605741837,504.7580852457691,254780.7246209751,9.594603,3.5703628,1.258932,0.34039474,0.11586858,0.29542232604152263,0.3355530200317011,0.1125958292523952,0.1389955625223472,0.2240932222255611,0.05021777224743472,0.06374216624745911,0.019173232896564616,0.0003676128597059076,1.3090252e-05,0.03204473,0.0010268649,7.0168985e-06,0.0034223893,1.1712748e-05,1.6683537414965985,1.0558385559821912,1.1147950562985587,TENDER_HIGH
45,Batman,5.81,3.04,3.44,1.04,1.6,1.57,4.81,4.4,6.12,5.47,100.3641329085116,1133,125.88888888888889,0.24357149,0.29566002,0.08741484,0.3277417,0.29587063,0.08753943,0.19362480403937285,0.2141092445319627,0.045842768594047796,0.0019719882,0.013932227,0.00019410696,-22.090092,121.85337,14848.243,0.02566423,1.8783644,3.528253,0.004963559,0.0032823912,1.0774092e-05,1393.7942966882772,564.665404253097,318847.0187603134,1585.6593220058232,374.20673075407734,140030.67734165452,22.966254654336677,6.688908514813922,44.74149711955019,2259.37019016999,1066.4063310062782,1137222.4628102717,10.538546,3.7251942,1.4455776,1.1581228,1.3412484,0.041250378089034305,0.054450549647688945,0.002964862356935439,0.05304589867038809,0.20852364671053172,0.04348211123745865,0.08181736095238902,0.06582120335245664,0.0043324308107654495,1.4989396e-06,0.005823111,3.3908625e-05,-2.4794017e-06,0.0006345507,4.026546e-07,7.612827988338192,5.303517063183063,28.127293239473893,TENDER_MODERATE
46,Oliwer Twist,7.23,4.23,2.63,1.03,1.21,3.75,3.52,5.39,6.83,6.47,153.49808562478245,10920,303.3333333333333,0.34517017,0.2779523,0.077257484,0.2609721,0.2898498,0.0840129,0.17763195938764326,0.22755267596194073,0.05178022033744,0.18416831,0.94996876,0.90244067,-8.171026,69.940544,4891.68,0.019294571,1.291284,1.6674143,0.051906385,0.023821902,0.00056748296,1185.6618790120824,215.4230803618081,46407.10355257003,1392.3313002681316,139.96584786755815,19590.438569284437,24.132566637147363,5.254983271219081,27.614849180792394,2338.791584483892,441.3302638141267,194772.40175824668,11.122846,3.683702,1.3807744,0.33580092,0.11276225,0.5711827621309825,0.6677425561455781,0.44588012128783044,0.05547373684871066,0.24738783645895593,0.06120074162784312,0.06386396895081758,0.020179139196060857,0.00040719765869399956,2.300108e-06,0.054806728,0.0030037772,2.0215117e-05,0.005821474,3.388956e-05,2.693514739229025,1.5036242948706833,2.2608860201253593,TENDER_MODERATE
47,Dracula,5.85,3.56,4.33,1.06,2.03,1.94,3.15,4.43,5.98,5.56,81.54585798816568,4954,275.22222222222223,0.3476058,0.27531528,0.075798504,0.29632,0.29504797,0.0870533,0.18144950566842885,0.22452040046734315,0.050409410226016145,0.012741088,0.05291936,0.0028004588,-10.164582,86.73076,7522.225,0.008925776,1.4756502,2.1775436,0.014656076,0.0033607103,1.12943735e-05,1417.365858692555,285.6989749097753,81623.9042644964,2106.9638519078253,297.68174423891975,88614.42085312563,23.960335637198277,7.79358591541274,60.73998142091983,3043.1626635004673,1327.4346819487346,1762082.8348403382,9.6265545,3.7415307,1.2634301,0.6564446,0.43091953,0.15668536757386506,0.16214921897126713,0.026292369212991936,-0.09077845393509253,0.22476017644479632,0.05051713691549597,0.07023173936228308,0.01976180033588315,0.00039052875251531136,-5.5185967e-05,0.0140251275,0.0001967042,-0.00012624376,0.0020172764,4.069404e-06,6.060408163265305,3.6589741950379935,13.388092159953931,TENDER_MODERATE
48,Juha,7.6,5.25,2.73,1.0,1.06,4.93,2.22,5.12,6.21,5.57,108.72781065088758,4558,227.9,0.30327386,0.2774047,0.07695336,0.20285966,0.27693212,0.076691404,0.15975400819290114,0.2404412406381979,0.0578119901996358,0.2833189,1.065302,1.1348683,-0.34624895,59.763985,3571.734,-0.005192223,1.5200068,2.3104208,0.07067849,0.021163104,0.000447877,1316.4699442558685,189.01859690038805,35728.029974191384,1486.5473018078567,201.12811265750855,40452.51770117145,25.8412799194794,5.763529035115567,33.218266938620175,2451.8796629791614,537.456893449878,288859.9123167935,11.535902,4.4783144,1.4323897,0.80648875,0.6504241,0.8559316963081016,0.9536399773490842,0.9094292063983619,0.08676065860392702,0.2930250618679126,0.085863686882694,0.08931421635563648,0.015651403877090558,0.00024496644332380534,9.1759574e-08,0.0695113,0.0048318207,8.555251e-06,0.009467955,8.964216e-05,2.597151927437642,1.6324020342165306,2.664736401314267,TENDER_MODERATE
49,Oliwer Twist,5.77,3.27,3.69,1.01,1.63,1.64,5.28,3.69,6.35,5.88,118.61215707369554,7982,295.6296296296296,0.29121658,0.29508156,0.087073125,0.22920647,0.2946429,0.08681444,0.15403274978165743,0.24414595087372357,0.059607245328034644,0.037781842,0.21439633,0.045965787,-15.990282,91.55751,8382.777,0.028663686,1.4797225,2.1895788,0.023545442,0.010615549,0.000112689886,1067.553851350345,362.1699553409783,131167.07655168622,1250.3458035594344,240.108322241119,57652.00640944504,24.080880299029243,5.0259529643604886,25.26020319996398,1905.2742288029413,735.2297935483002,540562.8493210762,9.738566,3.3964272,1.3737675,0.51696324,0.26725098,0.21557007059586547,0.25130241481254495,0.06315290369061641,0.015214640385925016,0.2872441327686185,0.08250919180999573,0.05481452618924642,0.023468149539112193,0.0005507540427901319,2.6374428e-05,0.025310181,0.0006406052,7.725346e-06,0.0018072873,3.2662876e-06,5.895546485260771,5.019974296209636,25.200141934605433,TENDER_MODERATE
50,Juha,7.3,5.0,3.18,1.0,1.0,4.64,2.51,4.96,6.47,5.84,113.45510676614356,8319,308.1111111111111,0.20022766,0.2810742,0.0790027,0.26885748,0.284514,0.080948226,0.1942390271978118,0.21355218014944508,0.04560453364658105,0.1047076,0.597116,0.35654753,-18.02034,70.06031,4908.447,0.0033206556,1.4282178,2.0398061,0.04473277,0.01298403,0.00016858503,1558.1540784028198,114.53073476682299,13117.289206228357,1360.584546643203,103.45429442040835,10702.791034024534,26.302164278109615,5.34549360986103,28.57430193306511,2506.04999862817,324.442745081454,105263.09483598935,11.8307905,4.0515633,1.551188,0.48538202,0.2355957,0.4381117805554533,0.46136874799387834,0.2128611216254388,-0.013920414807094628,0.23584730302214427,0.055623950342819146,0.10867608458608576,0.017718958823839982,0.0003139615018009367,-9.95851e-07,0.044838767,0.002010515,-2.4249317e-07,0.004867689,2.36944e-05,2.2825215419501133,1.2733578394336302,1.621440187247083,VALENCE POS HIGH
51,Blanc,6.82,4.97,3.46,1.0,1.09,3.34,2.81,4.62,6.48,5.76,81.54585798816568,4389,258.1764705882353,0.33868855,0.31814754,0.10121786,0.27229413,0.28232893,0.079709634,0.19142039897123697,0.21608230883398527,0.04669156419102579,0.19256806,1.6356325,2.6752937,-9.471475,67.57051,4565.7734,0.008030829,1.7262504,2.9799404,0.05257959,0.025238872,0.0006370006,1362.171770559669,351.18184608284264,123328.6890181534,1735.821191620514,274.58915660358053,75399.20492426566,25.96193090616339,5.624627461326984,31.636434078713638,2718.02617169886,673.9301944303597,454181.9069649424,10.712966,3.1796565,1.5130061,0.6122035,0.37479308,0.4631731732369892,0.5335837219240114,0.28471158830228066,0.03834063514553668,0.2077792341303164,0.04317221013578084,0.05622061554264944,0.025480412645164607,0.0006492514285678644,-2.2409749e-08,0.057089854,0.0032592514,5.0998356e-06,0.0053085317,2.818051e-05,3.1463038548752835,1.6598370060884635,2.7550588867807138,VALENCE POS HIGH
52,Gladiator,7.07,6.76,4.55,1.0,1.21,4.79,1.85,3.6,6.0,6.1,137.34039240112114,10800,317.6470588235294,0.51092905,0.2732781,0.07468092,0.3586201,0.27727228,0.07687992,0.22138228267445756,0.18526526455647294,0.034323218251179906,0.11735382,0.7628309,0.581911,-2.2338572,70.57854,4981.33,0.0064385827,1.2980291,1.6848794,0.04180215,0.017134316,0.00029358477,1137.9294976563112,260.2677172617018,67739.28464861715,1897.1294788575542,259.5948385871224,67389.48022107415,20.838517022506053,5.725697612524584,32.78361315006972,2244.154936388334,671.9058660253794,451457.492799315,9.712435,2.7554948,1.5897816,0.8146964,0.6637302,0.4092823773919169,0.4489159996931643,0.20152557478051308,0.0016313951788416937,0.15680904273348698,0.024589075882992546,0.03507947557721314,0.01548616326137722,0.0002398212525580295,-3.3847903e-06,0.039281487,0.0015430354,-3.031868e-05,0.010824452,0.00011716877,1.7623945578231293,1.2277165387445477,1.5072878995068926,VALENCE POS HIGH
53,Pride & Prejudice,6.66,4.21,3.75,1.0,1.23,1.89,4.57,5.26,7.07,6.51,163.09171597633136,11239,321.1142857142857,0.28623822,0.30711633,0.09432043,0.3173595,0.29809496,0.08886061,0.18756203167447694,0.21943978127831756,0.04815381760747585,0.022384293,0.13161024,0.017321255,-19.194473,124.28684,15447.219,0.008097521,1.3357623,1.7842609,0.01762155,0.008607815,7.409448e-05,584.1029530842325,56.75237915201385,3220.8325394139365,665.7776966995604,152.94481946475608,23392.11780110683,22.771108255733782,5.66226591834283,32.061255330026775,723.3499436265029,153.41705512371823,23536.792802833996,9.056625,2.808856,0.9647081,0.8727059,0.7616155,0.13819452436362759,0.1775983938221827,0.0315411894882191,0.04719904727177514,0.19377775330525387,0.037549817676031834,0.04211018197032183,0.006914263968269728,4.780704622291304e-05,-3.225927e-07,0.018691577,0.00034937504,-1.5797723e-05,0.0025260893,6.3811267e-06,1.8158004535147394,1.0887063946781863,1.1852816138131748,VALENCE POS HIGH
