soundtrack,valence,energy,tension,anger,fear,happy,sad,tender,beauty,liking,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rms_mean,rms_std,rms_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,entropy_fft,entropy_welch,novelty_mean,novelty_std,novelty_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,target
Oliwer Twist,7.75,8.08,4.77,1.09,1.24,6.27,1.67,2.3,6.32,6.65,118.61215707369554,24378,529.9565217391304,0.32702887,0.29267308,0.08565754,0.35619247,0.27462083,0.0754166,0.225840590083106,0.1798036740565882,0.0323293612042478,0.077144295,0.5308145,0.28176406,-10.219903,84.57392,7152.7485,-0.0003235803,2.5571733,6.5391355,0.033591755,0.016990662,0.00028868255,980.3028198363978,274.8107696867971,75520.95913584983,1174.589828695062,194.8714836719574,37974.89514850996,22.24608824551118,6.043635664647336,36.52553204699724,1706.540692869657,483.1105995360278,233395.85138406025,12.547573,3.8032777,1.6719391,1.333456,1.7781051,0.3462140951422984,0.4141596839506744,0.1715282438101225,0.0441367250398005,0.1409552545945853,0.0198683837978243,0.0617447895363528,0.0316103535487565,0.0009992144514773,-2.0882817e-05,0.032657694,0.001066525,-9.59394e-06,0.009055819,8.200787e-05,2.277877551020408,1.373022051857547,1.8851895548871096,HAPPY_MODERATE
Grizzly Man,7.77,4.27,2.52,1.01,1.09,3.42,2.72,5.34,6.39,6.39,124.2603550295858,8314,296.92857142857144,0.42847472,0.29375586,0.086292505,0.25076386,0.29895377,0.08937335,0.1738977093277756,0.2304190096842831,0.0530929200238857,0.38460964,2.947273,8.686419,-7.527655,82.03919,6730.4287,0.005334567,2.0809097,4.3301854,0.071917444,0.03788872,0.001435555,614.715712616234,187.92555848242296,35316.01553093057,911.825857994856,279.3755342767907,78050.68915244225,25.966287596858987,5.6724329947024215,32.176496079388684,1071.654462163147,433.5619667562468,187975.9790175449,9.658329,2.9372566,0.9990232,1.6770297,2.8124287,0.6295400646505666,0.8226346028862833,0.6767276898658731,0.0939687617437373,0.2500298627899243,0.0625149322867483,0.0294097439905187,0.0092510874720249,8.558261941505651e-05,-2.105987e-06,0.07217756,0.0052096006,-2.8273293e-05,0.022392139,0.0005014079,3.3494784580498864,2.17197667237711,4.717482665350343,HAPPY_MODERATE
The Portait of a Lady,7.13,3.6,2.42,1.0,1.21,3.63,2.9,5.31,6.34,5.77,124.2603550295858,14996,394.6315789473685,0.4414026,0.2679689,0.071807325,0.2934428,0.29390314,0.08637905,0.1865106526549165,0.2203340867400466,0.0485471097795704,0.093646064,0.4667213,0.21782877,-5.197623,83.73851,7012.1387,0.002092539,1.0634395,1.1309035,0.039611246,0.009997506,9.995012e-05,822.7630466664223,151.53226852320887,22962.02840378988,1134.055201330781,98.59491264117057,9720.956798720052,23.286557280008783,6.14761462096306,37.79316552787878,1489.9642767216417,339.6074391097417,115333.21269867691,10.467634,3.2239306,1.4519446,0.4282211,0.18337332,0.4168672748784612,0.4316070147956026,0.1862846152207715,0.0069496120393879,0.224775855214734,0.050524185087515,0.0513422609778885,0.020459660365919,0.0004185977022887,4.5350694e-06,0.037512574,0.0014071931,-9.566594e-07,0.0060309833,3.637276e-05,3.6977777777777776,2.23060116789858,4.97558157023051,HAPPY_MODERATE
Nostradamus,7.0,3.44,2.79,1.03,1.31,2.87,2.88,4.7,6.03,5.52,137.34039240112114,8104,270.1333333333333,0.38102046,0.27741578,0.07695951,0.2555602,0.2851757,0.08132518,0.1782705992796512,0.2270526960108761,0.0515529267658073,0.08733374,0.40947983,0.16767374,-4.797144,74.5317,5554.9746,-0.0018136615,1.1422373,1.304706,0.038006984,0.009757877,9.5216164e-05,1002.2444068510068,138.30640003125444,19128.660289605377,1394.1154721942337,113.6913658200818,12925.726662035666,23.88352631791627,7.323611076849603,53.6352792049542,1917.4836768006528,276.8493392751532,76645.55665708886,9.399864,3.4291162,1.3563288,0.45498273,0.20700929,0.4172196177144511,0.4298101385221338,0.1847367551764158,0.1834922745408662,0.1518245505424846,0.0230506941474274,0.0507223199530891,0.017791591712999,0.000316540735682,-0.00018890394,0.036497384,0.001332059,-0.00049879093,0.0054070572,2.923627e-05,7.702914428929467,4.593295405169424,21.098362679150544,HAPPY_MODERATE
The English Patient,5.02,3.19,3.65,1.1,1.69,1.25,6.78,3.58,6.86,5.96,118.61215707369554,10296,332.1290322580645,0.2609585,0.3000729,0.090043746,0.26128656,0.29197517,0.0852495,0.1742705746044465,0.2301371333800118,0.0529631001603693,0.059048425,0.4677935,0.21883075,-15.525959,86.62225,7503.4146,0.004717876,1.2977066,1.6840423,0.0279352,0.015992673,0.00025576557,1328.8655992843358,236.28132525703452,55828.86466522055,1667.3552903672712,226.51684528738215,51309.88119894784,24.29696916734332,6.972536316176319,48.616262680397625,2558.2869529556506,692.9779298584784,480218.4112709422,10.155361,3.2508044,1.5174638,0.4382991,0.19210608,0.2216076087201234,0.2781258148927056,0.0773539689097315,-0.0511891711814473,0.24671227536631,0.0608669468164219,0.0614759426929024,0.019638034341532,0.0003856523927991,-4.0002183e-06,0.0318966,0.0010173931,-9.141672e-06,0.0014266523,2.0353368e-06,2.056126984126984,1.095909909625689,1.2010185300157856,SAD_HIGH
Running Scared,4.04,3.67,5.33,1.99,3.07,1.09,5.15,1.94,5.8,5.28,153.49808562478245,11652,314.9189189189189,0.43050358,0.27298275,0.074519575,0.2927808,0.27182347,0.073888004,0.1891735179942973,0.2180520887838375,0.0475467134229945,0.092716604,0.5578545,0.3112016,-4.8490877,74.98299,5622.448,0.011562837,1.0757895,1.157323,0.037250146,0.015045415,0.0002263645,973.7866693527588,140.6040929637148,19769.510958148952,1390.0625230760566,109.87440905253897,12072.385764644656,22.27133024111536,5.9687894719647945,35.62644776063777,1834.835589419362,343.5933999446062,118056.4244854941,10.409575,3.5717697,1.4369539,0.35811022,0.12824292,0.4337682239079294,0.4914351283171385,0.2415084853440824,0.00112354049174,0.21157457550969,0.0447638010021055,0.0460094817138376,0.0131128734235808,0.0001719474494228,-1.2674577e-06,0.03640472,0.0013253038,-1.5247501e-05,0.006717156,4.5120185e-05,3.258920634920635,2.0534669654627318,4.216726578246719,SAD_HIGH
Big Fish,4.85,3.52,4.17,1.13,1.39,1.4,6.12,3.15,6.25,5.98,108.72781065088758,5167,246.04761904761904,0.24073602,0.2958974,0.08755526,0.2258051,0.29255593,0.08558897,0.1608603985249919,0.2397024520519431,0.0574572655197141,0.1770351,1.2623067,1.5934181,-10.294138,69.23934,4794.087,-0.0050651045,1.6794312,2.8204892,0.050454758,0.023518704,0.0005531295,1338.0636142548417,284.25147811911995,80798.90281290453,1753.1760483330388,279.8513793203812,78316.7945075199,26.23927124100761,5.59025914360474,31.250997292656404,2475.7595278997264,721.8263108846935,521033.22308540624,9.726173,3.5656133,1.3943022,0.87359625,0.76317036,0.4170343890361679,0.4673778516466731,0.2184420562098595,0.0463707771932162,0.2744725022196342,0.0753351544747071,0.0628588745134721,0.0199936452332014,0.0003997458497111,4.06636e-07,0.054949988,0.003019501,-6.704609e-06,0.0034905116,1.218367e-05,1.768199546485261,1.3270011088480225,1.760931942883881,SAD_HIGH
Man of Galilee CD1,4.25,5.58,6.25,2.39,2.22,1.66,5.73,2.79,6.43,5.71,124.2603550295858,9738,314.1290322580645,0.33496818,0.27866054,0.077651694,0.40216047,0.28374612,0.08051187,0.2222438696945951,0.1842308218418002,0.0339409957165051,0.8174397,3.5398088,12.530247,-0.30255577,44.560783,1985.6633,-0.003022261,1.2901824,1.6645705,0.11515196,0.048091862,0.0023128274,1533.176486550444,247.07056018672895,61043.86171098406,1691.7703325818306,151.33504965431794,22902.297253874876,24.278582503236954,7.298607015996778,53.26966437395739,2927.523758292989,481.5996041904647,231938.17875641224,12.692439,4.608704,1.4570824,0.5068662,0.25691333,1.574296086387729,1.819482897172646,3.3105180131037657,0.0529716760932858,0.1425555115491723,0.0203220738730462,0.0935980676819237,0.0246330711909414,0.0006067881962979,2.3904698e-09,0.11019043,0.012141931,9.639029e-06,0.027277168,0.00074404385,6.740752834467119,3.558832844914448,12.665291218041864,SAD_HIGH
Angel Heart,5.13,2.52,3.81,1.1,2.19,1.34,5.21,2.43,5.43,5.26,93.19526627218934,5960,283.8095238095238,0.29143217,0.3480945,0.121169776,0.12683755,0.2756908,0.076005414,0.1136396123449289,0.265366485900966,0.0704193718394276,0.018843204,0.17056952,0.029093964,-21.328917,109.277,11941.463,0.0013661771,1.3283912,1.7646233,0.01595106,0.00840028,7.056471e-05,1107.0076841556422,352.1375015726733,124000.82001384448,1996.0346914936083,271.1648571189712,73530.37973635207,24.222328283299024,6.77412894248407,45.888822929400334,2030.719081466283,1207.80374866364,1458789.8952859412,7.6759906,2.2669063,1.4267604,0.8496422,0.72189194,0.08296641602165,0.1069750031612157,0.0114436513013421,-0.0721675303197844,0.4106625267572026,0.1686437108826101,0.0259163127261286,0.0152449648953004,0.0002324089546589,-0.0015252825,0.01794628,0.000322069,-1.5861916e-06,0.00040851886,1.6688766e-07,5.2572709083633455,3.8462264895267455,14.793458208737231,SAD_MODERATE
Batman,4.79,3.88,5.25,1.16,3.27,1.72,4.18,3.04,6.36,5.98,72.48520710059172,3787,270.5,0.31108475,0.2930753,0.08589313,0.29186636,0.28206676,0.07956165,0.1945022507736412,0.2133124651241012,0.0455022077773209,0.030251931,0.22267553,0.049584392,-15.481342,95.17287,9057.874,0.017907318,1.4584147,2.1269734,0.018846927,0.013242739,0.00017537015,1130.0886850215734,275.7810139437097,76055.1676518206,1520.851304861027,249.07456854939863,62038.14069806907,23.668037797622333,6.495868046585697,42.19630167865307,1977.2280630161408,722.3007020520263,521718.30418485,11.247162,3.5708442,1.455396,0.4933397,0.24338405,0.1948210634065646,0.2875143252642514,0.0826644872321577,-0.0322794867881285,0.2205807486015424,0.0486558666536168,0.0567486838931221,0.0188244759166106,0.000354360893535,2.5360478e-07,0.020975992,0.00043999223,-1.058278e-06,0.0038548817,1.4860114e-05,3.2519546485260777,2.014850938291981,4.0596243035360775,SAD_MODERATE
Dracula,4.73,2.79,4.6,1.09,2.16,1.15,4.07,2.7,5.45,4.9,108.72781065088758,1987,152.84615384615384,0.4527081,0.2929374,0.08581232,0.36129582,0.31994393,0.102364115,0.1896469546819061,0.217640451003972,0.0473673659132123,0.015001412,0.07769971,0.006037245,-12.97747,113.18031,12809.783,0.024671106,1.2627599,1.5945628,0.014683175,0.0064393794,4.1465606e-05,656.3119201215742,433.3050921741925,187753.30290408543,1167.0734932325186,376.1970023815719,141524.18460088043,19.987826029002356,5.02603099094881,25.26098752197787,937.7234927234928,997.8191248471924,995643.005910817,8.669681,2.6622689,1.3701725,0.5897038,0.34775054,0.1385922377991367,0.1630139887967672,0.0265735605434325,0.0400768757321745,0.2006821217843117,0.0402733140038533,0.0289659058889828,0.0291710605841564,0.0008509507756045,-3.159479e-05,0.014667598,0.00021513843,-0.00012380979,0.0022496625,5.060982e-06,3.274013605442177,3.01859410430839,9.111910366565372,SAD_MODERATE
Shakespeare In Love,6.19,3.08,2.9,1.06,1.25,2.0,4.78,5.09,6.53,5.67,163.09171597633136,12438,310.95,0.34847674,0.29297867,0.0858365,0.25326794,0.2855799,0.08155587,0.1760328513679528,0.2287919766351118,0.0523457685726015,0.055309568,0.38509285,0.1482965,-11.726443,84.395355,7122.5757,0.007773334,1.3897221,1.9313277,0.0288769,0.012002988,0.00014407172,1077.73121591577,271.99100707279945,73979.10792847564,1351.1391654264055,192.1371238303024,36916.67435378096,25.01741968998264,5.422080036019757,29.398951917004013,2052.566534879402,603.0675475947108,363690.4669618988,10.224606,3.2655265,1.3980476,0.5556888,0.30879003,0.276033311651823,0.3136835814411393,0.0983973892657399,0.031904477597915,0.2539630555540192,0.0644972335863338,0.0530049718147123,0.0214965210120215,0.0004621004156202,2.6302156e-05,0.029834922,0.00089012255,7.3401684e-06,0.003690085,1.3616726e-05,5.7457777777777785,3.7418542657712273,14.00147334627033,SAD_MODERATE
The English Patient,5.58,3.67,4.4,1.01,1.55,2.09,5.33,4.46,6.66,5.78,130.47337278106508,11476,337.52941176470586,0.17992479,0.2900463,0.08412686,0.28570446,0.28234994,0.07972149,0.197538771782445,0.2105036032376083,0.0443117669760164,0.12439276,2.2766407,5.183093,-13.130666,89.76803,8058.299,0.006668993,2.2443912,5.0372915,0.031943288,0.034009222,0.0011566271,1735.7063340947495,468.8603119033055,219829.9920780649,1623.2911580212258,355.7699421950828,126572.25176949256,23.484739704863724,8.644994477926915,74.73592952338686,2955.571647287624,993.8948385286642,987826.9500539196,9.326843,2.9189508,1.5585501,1.2747725,1.625045,0.1978909914741282,0.3102107622389149,0.0962307170088486,0.0187567482871226,0.2273121143093198,0.0516707973117733,0.1068776737858348,0.0430081754184783,0.0018497031528266,-6.633615e-06,0.045306675,0.0020526948,-9.545442e-06,0.007354348,5.408643e-05,9.250571932476696,5.580014538976123,31.136562255184916,SAD_MODERATE
Shine,7.27,3.85,2.48,1.01,1.15,3.72,3.01,6.66,6.73,5.94,163.09171597633136,16135,366.70454545454544,0.41463807,0.28886977,0.08344575,0.24175669,0.27375197,0.07494014,0.183052580612704,0.2232153356388463,0.0498250860643628,0.39030105,1.8963127,3.596002,-5.307786,73.684784,5429.4473,0.010265141,1.2721329,1.618322,0.07697669,0.028089793,0.0007890365,747.9299212586957,103.57461884984563,10727.701669890805,1171.2859248243874,154.90041714650724,23994.13923216195,23.229304758189325,5.816821368251859,33.83541083015143,1110.2941294700283,220.20151878196492,48488.70887388406,11.110694,3.211898,1.3877074,0.51033497,0.26044178,0.7657602403677011,0.8594769985294175,0.7387007110011363,0.0400245670049555,0.229669064411384,0.0527478791476004,0.0360697210785211,0.0080827603334682,6.533101460828783e-05,6.1087274e-05,0.075581364,0.005712543,0.00035639288,0.012459019,0.00015522716,3.5340770975056683,2.617637712852302,6.852027195746629,TENDER_HIGH
Pride & Prejudice,7.65,3.96,1.96,1.0,1.18,3.7,2.49,6.06,6.97,6.22,96.64694280078896,7709,428.27777777777777,0.25603136,0.29635754,0.087827794,0.29890555,0.28294337,0.08005696,0.1965700336444175,0.2114085031553033,0.0446935552063659,0.026541142,0.20296869,0.041196287,-16.763891,122.50274,15006.921,0.0034417615,1.7432442,3.0389001,0.018973807,0.009789726,9.583874e-05,597.7042296520106,160.53284687828446,25770.794926846727,766.3942760092929,235.81254744631343,55607.55753311982,22.853626423690237,5.63756712673755,31.78216310847187,734.1806020066889,167.19696031399005,27954.82353823796,9.712131,3.1831057,1.0057398,1.092648,1.1938797,0.1364793979287642,0.1711489747337895,0.0292919715524273,0.116833713153233,0.1725209717117651,0.0297634856803716,0.0461459226496198,0.0198787155858571,0.0003951633333433,-1.0619767e-07,0.020479163,0.0004193961,-1.5183455e-05,0.0030508544,9.307713e-06,2.9860861678004538,1.5261252262915703,2.329058206323497,TENDER_HIGH
Dances with Wolves,7.44,3.73,2.35,1.03,1.06,4.25,2.01,5.73,6.75,5.98,173.96449704142012,11772,294.3,0.36672062,0.29215124,0.08535235,0.27626476,0.28790307,0.08288818,0.1848591482858519,0.2217215114244956,0.0491604286283627,0.014870779,0.08160151,0.0066588055,-9.0189495,97.29148,9465.632,0.005580299,1.158319,1.3417028,0.01647571,0.00482169,2.3248695e-05,891.560028400729,160.15906092545717,25650.924796524305,1252.356351490823,128.63347140210098,16546.56996495513,23.90091405930285,6.156277254349347,37.89974963241914,1655.830512431423,355.2921060994256,126232.4806565655,11.117926,3.8679533,1.3892182,0.45937967,0.21102968,0.1746029084719992,0.183082043521142,0.0335190346598773,-0.0068056468560907,0.239300775990546,0.0572648613896774,0.0625373894604663,0.0273127509077694,0.0007459863621498,-0.004688578,0.014844709,0.0002203654,-0.00039056034,0.0031065366,9.650569e-06,5.291827664399093,2.677210423678912,7.167455652655017,TENDER_HIGH
Pride & Prejudice,7.38,3.21,1.85,1.01,1.1,2.85,2.87,5.48,6.82,6.26,137.34039240112114,4013,401.3,0.3504538,0.29455078,0.08676016,0.26839867,0.28585923,0.081715494,0.1802701688729989,0.2254684003310303,0.0508359995478337,0.038469344,0.3228842,0.1042542,-12.181907,116.77781,13637.057,0.023805866,1.3083748,1.7118446,0.022337426,0.012715911,0.00016169439,506.0673067951682,291.0944980539388,84736.00679727457,655.1920269527719,254.37186707307728,64705.046758243305,23.795282295834525,5.461195337210548,29.82465451117024,758.4504773461914,543.2488767795433,295119.34212223534,8.872794,3.2264264,0.6731407,0.73432076,0.53922695,0.1895464986789169,0.2342907482465284,0.0548921547139181,-0.0097970690169097,0.2485371610447204,0.0617707204201693,0.0368414902319059,0.0312684754896958,0.0009777175594497,-4.375265e-07,0.024188269,0.0005850723,-1.56277e-05,0.0037095335,1.3760639e-05,4.018213151927438,2.6187278627003376,6.857735618883078,TENDER_HIGH
Oliwer Twist,6.42,3.42,2.85,1.0,1.13,2.61,3.31,4.31,6.33,5.59,130.47337278106508,7775,287.962962962963,0.3085196,0.29001004,0.08410582,0.2564842,0.2971453,0.08829533,0.1699162133041191,0.2333705503908374,0.0544618137897224,0.06141303,0.3600157,0.1296113,-14.965112,83.79872,7022.225,0.000667021,1.2843883,1.6496532,0.030569138,0.01260944,0.00015899797,1132.091444504934,204.9776137001437,42015.82211820535,1313.0424377104357,180.50800539582764,32583.14001198014,25.08025811065912,5.74467767093489,33.00132154293791,2196.872260574184,504.7580852457691,254780.7246209751,9.594603,3.5703628,1.258932,0.34039474,0.11586858,0.2954223260415226,0.3355530200317011,0.1125958292523952,0.1389955625223472,0.2240932222255611,0.0502177722474347,0.0637421662474591,0.0191732328965646,0.0003676128597059,1.3090252e-05,0.03204473,0.0010268649,7.0168985e-06,0.0034223893,1.1712748e-05,1.6683537414965983,1.0558385559821912,1.114795056298559,TENDER_HIGH
Batman,5.81,3.04,3.44,1.04,1.6,1.57,4.81,4.4,6.12,5.47,100.3641329085116,1133,125.88888888888889,0.24357149,0.29566002,0.08741484,0.3277417,0.29587063,0.08753943,0.1936248040393728,0.2141092445319627,0.0458427685940477,0.0019719882,0.013932227,0.00019410696,-22.090092,121.85337,14848.243,0.02566423,1.8783644,3.528253,0.004963559,0.0032823912,1.0774092e-05,1393.7942966882772,564.665404253097,318847.0187603134,1585.6593220058232,374.2067307540773,140030.67734165452,22.96625465433668,6.688908514813922,44.74149711955019,2259.37019016999,1066.4063310062782,1137222.4628102717,10.538546,3.7251942,1.4455776,1.1581228,1.3412484,0.0412503780890343,0.0544505496476889,0.0029648623569354,0.053045898670388,0.2085236467105317,0.0434821112374586,0.081817360952389,0.0658212033524566,0.0043324308107654,1.4989396e-06,0.005823111,3.3908625e-05,-2.4794017e-06,0.0006345507,4.026546e-07,7.612827988338192,5.303517063183063,28.127293239473893,TENDER_MODERATE
Oliwer Twist,7.23,4.23,2.63,1.03,1.21,3.75,3.52,5.39,6.83,6.47,153.49808562478245,10920,303.3333333333333,0.34517017,0.2779523,0.077257484,0.2609721,0.2898498,0.0840129,0.1776319593876432,0.2275526759619407,0.05178022033744,0.18416831,0.94996876,0.90244067,-8.171026,69.940544,4891.68,0.019294571,1.291284,1.6674143,0.051906385,0.023821902,0.00056748296,1185.6618790120824,215.4230803618081,46407.10355257003,1392.3313002681316,139.96584786755815,19590.43856928444,24.132566637147363,5.254983271219081,27.614849180792397,2338.791584483892,441.3302638141267,194772.40175824668,11.122846,3.683702,1.3807744,0.33580092,0.11276225,0.5711827621309825,0.6677425561455781,0.4458801212878304,0.0554737368487106,0.2473878364589559,0.0612007416278431,0.0638639689508175,0.0201791391960608,0.0004071976586939,2.300108e-06,0.054806728,0.0030037772,2.0215117e-05,0.005821474,3.388956e-05,2.693514739229025,1.5036242948706833,2.2608860201253598,TENDER_MODERATE
Dracula,5.85,3.56,4.33,1.06,2.03,1.94,3.15,4.43,5.98,5.56,81.54585798816568,4954,275.22222222222223,0.3476058,0.27531528,0.075798504,0.29632,0.29504797,0.0870533,0.1814495056684288,0.2245204004673431,0.0504094102260161,0.012741088,0.05291936,0.0028004588,-10.164582,86.73076,7522.225,0.008925776,1.4756502,2.1775436,0.014656076,0.0033607103,1.12943735e-05,1417.365858692555,285.6989749097753,81623.9042644964,2106.9638519078253,297.68174423891975,88614.42085312563,23.96033563719828,7.79358591541274,60.73998142091983,3043.1626635004677,1327.4346819487346,1762082.8348403382,9.6265545,3.7415307,1.2634301,0.6564446,0.43091953,0.156685367573865,0.1621492189712671,0.0262923692129919,-0.0907784539350925,0.2247601764447963,0.0505171369154959,0.070231739362283,0.0197618003358831,0.0003905287525153,-5.5185967e-05,0.0140251275,0.0001967042,-0.00012624376,0.0020172764,4.069404e-06,6.060408163265305,3.6589741950379935,13.388092159953931,TENDER_MODERATE
Juha,7.6,5.25,2.73,1.0,1.06,4.93,2.22,5.12,6.21,5.57,108.72781065088758,4558,227.9,0.30327386,0.2774047,0.07695336,0.20285966,0.27693212,0.076691404,0.1597540081929011,0.2404412406381979,0.0578119901996358,0.2833189,1.065302,1.1348683,-0.34624895,59.763985,3571.734,-0.005192223,1.5200068,2.3104208,0.07067849,0.021163104,0.000447877,1316.4699442558683,189.01859690038805,35728.029974191384,1486.547301807857,201.12811265750852,40452.51770117145,25.8412799194794,5.763529035115567,33.218266938620175,2451.8796629791614,537.456893449878,288859.9123167935,11.535902,4.4783144,1.4323897,0.80648875,0.6504241,0.8559316963081016,0.9536399773490842,0.909429206398362,0.086760658603927,0.2930250618679126,0.085863686882694,0.0893142163556364,0.0156514038770905,0.0002449664433238,9.1759574e-08,0.0695113,0.0048318207,8.555251e-06,0.009467955,8.964216e-05,2.597151927437642,1.6324020342165306,2.664736401314267,TENDER_MODERATE
Oliwer Twist,5.77,3.27,3.69,1.01,1.63,1.64,5.28,3.69,6.35,5.88,118.61215707369554,7982,295.6296296296296,0.29121658,0.29508156,0.087073125,0.22920647,0.2946429,0.08681444,0.1540327497816574,0.2441459508737235,0.0596072453280346,0.037781842,0.21439633,0.045965787,-15.990282,91.55751,8382.777,0.028663686,1.4797225,2.1895788,0.023545442,0.010615549,0.000112689886,1067.553851350345,362.1699553409783,131167.07655168622,1250.3458035594344,240.108322241119,57652.00640944504,24.080880299029243,5.0259529643604886,25.26020319996398,1905.2742288029413,735.2297935483002,540562.8493210762,9.738566,3.3964272,1.3737675,0.51696324,0.26725098,0.2155700705958654,0.2513024148125449,0.0631529036906164,0.015214640385925,0.2872441327686185,0.0825091918099957,0.0548145261892464,0.0234681495391121,0.0005507540427901,2.6374428e-05,0.025310181,0.0006406052,7.725346e-06,0.0018072873,3.2662876e-06,5.895546485260771,5.019974296209636,25.200141934605437,TENDER_MODERATE
Juha,7.3,5.0,3.18,1.0,1.0,4.64,2.51,4.96,6.47,5.84,113.45510676614356,8319,308.1111111111111,0.20022766,0.2810742,0.0790027,0.26885748,0.284514,0.080948226,0.1942390271978118,0.213552180149445,0.045604533646581,0.1047076,0.597116,0.35654753,-18.02034,70.06031,4908.447,0.0033206556,1.4282178,2.0398061,0.04473277,0.01298403,0.00016858503,1558.1540784028198,114.530734766823,13117.289206228355,1360.584546643203,103.45429442040836,10702.791034024534,26.30216427810961,5.34549360986103,28.57430193306511,2506.04999862817,324.442745081454,105263.09483598937,11.8307905,4.0515633,1.551188,0.48538202,0.2355957,0.4381117805554533,0.4613687479938783,0.2128611216254388,-0.0139204148070946,0.2358473030221442,0.0556239503428191,0.1086760845860857,0.0177189588238399,0.0003139615018009,-9.95851e-07,0.044838767,0.002010515,-2.4249317e-07,0.004867689,2.36944e-05,2.2825215419501133,1.2733578394336302,1.621440187247083,VALENCE POS HIGH
Blanc,6.82,4.97,3.46,1.0,1.09,3.34,2.81,4.62,6.48,5.76,81.54585798816568,4389,258.1764705882353,0.33868855,0.31814754,0.10121786,0.27229413,0.28232893,0.079709634,0.1914203989712369,0.2160823088339852,0.0466915641910257,0.19256806,1.6356325,2.6752937,-9.471475,67.57051,4565.7734,0.008030829,1.7262504,2.9799404,0.05257959,0.025238872,0.0006370006,1362.171770559669,351.18184608284264,123328.6890181534,1735.821191620514,274.58915660358053,75399.20492426566,25.96193090616339,5.624627461326984,31.63643407871364,2718.02617169886,673.9301944303597,454181.9069649424,10.712966,3.1796565,1.5130061,0.6122035,0.37479308,0.4631731732369892,0.5335837219240114,0.2847115883022806,0.0383406351455366,0.2077792341303164,0.0431722101357808,0.0562206155426494,0.0254804126451646,0.0006492514285678,-2.2409749e-08,0.057089854,0.0032592514,5.0998356e-06,0.0053085317,2.818051e-05,3.1463038548752835,1.6598370060884635,2.7550588867807138,VALENCE POS HIGH
Gladiator,7.07,6.76,4.55,1.0,1.21,4.79,1.85,3.6,6.0,6.1,137.34039240112114,10800,317.6470588235294,0.51092905,0.2732781,0.07468092,0.3586201,0.27727228,0.07687992,0.2213822826744575,0.1852652645564729,0.0343232182511799,0.11735382,0.7628309,0.581911,-2.2338572,70.57854,4981.33,0.0064385827,1.2980291,1.6848794,0.04180215,0.017134316,0.00029358477,1137.9294976563112,260.2677172617018,67739.28464861715,1897.1294788575544,259.5948385871224,67389.48022107415,20.838517022506053,5.725697612524584,32.78361315006972,2244.154936388334,671.9058660253794,451457.492799315,9.712435,2.7554948,1.5897816,0.8146964,0.6637302,0.4092823773919169,0.4489159996931643,0.201525574780513,0.0016313951788416,0.1568090427334869,0.0245890758829925,0.0350794755772131,0.0154861632613772,0.000239821252558,-3.3847903e-06,0.039281487,0.0015430354,-3.031868e-05,0.010824452,0.00011716877,1.7623945578231293,1.2277165387445477,1.5072878995068926,VALENCE POS HIGH
Pride & Prejudice,6.66,4.21,3.75,1.0,1.23,1.89,4.57,5.26,7.07,6.51,163.09171597633136,11239,321.1142857142857,0.28623822,0.30711633,0.09432043,0.3173595,0.29809496,0.08886061,0.1875620316744769,0.2194397812783175,0.0481538176074758,0.022384293,0.13161024,0.017321255,-19.194473,124.28684,15447.219,0.008097521,1.3357623,1.7842609,0.01762155,0.008607815,7.409448e-05,584.1029530842325,56.75237915201385,3220.8325394139365,665.7776966995604,152.94481946475608,23392.11780110683,22.771108255733782,5.66226591834283,32.061255330026775,723.3499436265029,153.41705512371823,23536.792802834,9.056625,2.808856,0.9647081,0.8727059,0.7616155,0.1381945243636275,0.1775983938221827,0.0315411894882191,0.0471990472717751,0.1937777533052538,0.0375498176760318,0.0421101819703218,0.0069142639682697,4.780704622291304e-05,-3.225927e-07,0.018691577,0.00034937504,-1.5797723e-05,0.0025260893,6.3811267e-06,1.8158004535147396,1.0887063946781863,1.1852816138131748,VALENCE POS HIGH
